streamer_id,product_id,date,price,discount_rate,views,conversion_rate,cost_per_unit,shelf_life_days,holiday_flag,quantity_sold,CCE
S7,P007,2024-08-12 11:00:00,6.09,0.32,55849,0.0074,4.32,115,0,413,0.3919
S8,P013,2024-08-12 12:00:00,21.91,0.12,23701,0.0345,7.56,76,0,817,1.7251
S20,P014,2024-08-12 13:00:00,10.71,0.08,67766,0.0423,9.77,116,0,2866,2.3402
S8,P011,2024-08-12 14:00:00,23.35,0.16,42674,0.0355,6.27,112,0,1514,1.8799
S14,P007,2024-08-12 15:00:00,8.23,0.18,66339,0.0122,6.97,157,0,809,0.6648
S2,P015,2024-08-12 16:00:00,10.26,0.1,106863,0.0154,6.0,51,0,1645,0.8791
S2,P015,2024-08-12 17:00:00,9.11,0.13,48363,0.0073,5.1,142,1,353,0.3812
S4,P013,2024-08-12 18:00:00,26.44,0.24,62183,0.0072,4.71,148,0,447,0.3849
S3,P008,2024-08-12 19:00:00,22.7,0.25,75942,0.0263,10.23,34,0,1997,1.4653
S6,P003,2024-08-12 20:00:00,15.05,0.31,101488,0.0234,6.07,93,0,2374,1.3362
S8,P014,2024-08-12 21:00:00,26.73,0.19,68944,0.0398,6.0,138,0,2743,2.2046
S25,P002,2024-08-12 22:00:00,6.22,0.26,79679,0.0088,5.16,135,0,701,0.4841
S22,P013,2024-08-12 23:00:00,18.09,0.33,69960,0.0394,9.9,27,0,2756,2.1852
S5,P006,2024-08-13 00:00:00,25.02,0.32,24750,0.0367,9.55,86,0,908,1.8439
S11,P014,2024-08-13 01:00:00,15.22,0.11,57163,0.0111,5.69,36,1,634,0.5954
S24,P006,2024-08-13 02:00:00,16.37,0.24,112413,0.0053,8.6,46,0,595,0.2957
S9,P003,2024-08-13 03:00:00,27.57,0.29,114278,0.0074,5.9,176,0,845,0.4184
S5,P004,2024-08-13 04:00:00,12.18,0.29,23518,0.0202,7.11,36,0,475,1.0041
S8,P001,2024-08-13 05:00:00,7.56,0.2,45511,0.0041,9.39,20,0,186,0.2074
S11,P007,2024-08-13 06:00:00,18.99,0.24,16204,0.0419,6.42,22,0,678,2.0182
S11,P012,2024-08-13 07:00:00,20.93,0.24,56667,0.0361,4.7,71,0,2045,1.9631
S13,P009,2024-08-13 08:00:00,24.18,0.07,115186,0.0448,9.82,104,0,5160,2.5981
S11,P013,2024-08-13 09:00:00,6.59,0.06,103791,0.0396,7.02,92,0,4110,2.2744
S17,P011,2024-08-13 10:00:00,25.08,0.25,5093,0.0267,4.68,72,0,135,1.127
S4,P001,2024-08-13 11:00:00,7.2,0.15,52438,0.0047,4.39,87,0,246,0.2429
S18,P004,2024-08-13 12:00:00,20.36,0.08,60316,0.0103,9.17,131,0,621,0.5544
S13,P006,2024-08-13 13:00:00,27.56,0.16,68008,0.0235,4.35,85,1,1598,1.295
S11,P003,2024-08-13 14:00:00,8.14,0.31,37471,0.0193,8.44,97,1,723,1.0038
S8,P008,2024-08-13 15:00:00,15.56,0.09,38299,0.0311,4.84,133,0,1191,1.6285
S21,P002,2024-08-13 16:00:00,9.07,0.33,100680,0.0094,6.98,31,0,946,0.5289
S21,P014,2024-08-13 17:00:00,20.34,0.33,48655,0.0199,4.55,54,0,968,1.0614
S12,P012,2024-08-13 18:00:00,15.47,0.19,109259,0.0438,4.4,92,0,4785,2.5282
S11,P003,2024-08-13 19:00:00,20.08,0.11,83850,0.0187,9.41,154,0,1567,1.0475
S7,P004,2024-08-13 20:00:00,6.82,0.19,18937,0.0419,10.44,64,1,793,2.0508
S11,P004,2024-08-13 21:00:00,18.93,0.16,71193,0.0292,4.99,163,0,2078,1.6188
S19,P012,2024-08-13 22:00:00,13.56,0.24,76706,0.037,9.72,120,0,2838,2.0683
S12,P012,2024-08-13 23:00:00,21.46,0.25,54650,0.0221,6.86,119,0,1207,1.1929
S7,P001,2024-08-14 00:00:00,19.47,0.1,107561,0.0129,8.53,108,1,1387,0.7348
S7,P014,2024-08-14 01:00:00,19.25,0.14,41671,0.0353,7.25,63,1,1470,1.865
S18,P008,2024-08-14 02:00:00,25.71,0.15,55897,0.0227,6.24,71,0,1268,1.2282
S3,P003,2024-08-14 03:00:00,7.87,0.26,112432,0.0366,8.47,120,0,4115,2.1158
S20,P001,2024-08-14 04:00:00,8.7,0.09,87650,0.009,10.05,52,0,788,0.4996
S7,P003,2024-08-14 05:00:00,9.97,0.06,55208,0.0307,9.54,81,0,1694,1.6635
S1,P013,2024-08-14 06:00:00,28.5,0.22,38304,0.0191,3.69,176,0,731,0.9953
S7,P010,2024-08-14 07:00:00,10.03,0.34,23259,0.026,5.64,87,0,604,1.2946
S20,P001,2024-08-14 08:00:00,10.85,0.11,29652,0.0134,4.98,159,0,397,0.6774
S13,P015,2024-08-14 09:00:00,8.66,0.21,73117,0.0096,6.39,64,0,701,0.5251
S23,P001,2024-08-14 10:00:00,21.55,0.24,72731,0.0337,4.06,152,0,2451,1.8738
S24,P007,2024-08-14 11:00:00,17.56,0.09,110007,0.0039,4.41,171,0,429,0.2139
S15,P015,2024-08-14 12:00:00,8.67,0.17,119162,0.0189,4.55,175,0,2252,1.092
S17,P015,2024-08-14 13:00:00,26.69,0.33,80512,0.015,6.6,166,0,1207,0.8347
S16,P008,2024-08-14 14:00:00,12.69,0.25,63992,0.0276,3.9,87,0,1766,1.5147
S6,P005,2024-08-14 15:00:00,14.29,0.23,51642,0.0267,5.6,18,0,1378,1.4363
S14,P010,2024-08-14 16:00:00,12.77,0.15,75559,0.0049,8.96,37,0,370,0.2627
S10,P007,2024-08-14 17:00:00,8.37,0.26,49866,0.0324,3.68,16,0,1615,1.7399
S15,P010,2024-08-14 18:00:00,18.27,0.34,85709,0.0428,5.69,142,1,3668,2.4183
S9,P008,2024-08-14 19:00:00,10.68,0.32,95650,0.0088,8.43,170,0,841,0.4921
S18,P011,2024-08-14 20:00:00,15.73,0.28,91708,0.0175,8.64,69,0,1604,0.9873
S10,P002,2024-08-14 21:00:00,23.95,0.07,86507,0.0201,5.84,32,1,1738,1.13
S24,P010,2024-08-14 22:00:00,13.64,0.1,68222,0.0381,5.36,70,0,2599,2.1079
S17,P004,2024-08-14 23:00:00,16.56,0.34,35843,0.0199,6.3,176,0,713,1.0309
S7,P011,2024-08-15 00:00:00,25.94,0.27,7632,0.0102,3.64,120,0,77,0.4434
S20,P007,2024-08-15 01:00:00,16.73,0.2,40633,0.0182,3.63,168,0,739,0.9532
S19,P001,2024-08-15 02:00:00,25.91,0.33,22951,0.0071,3.65,124,0,162,0.344
S22,P003,2024-08-15 03:00:00,23.67,0.25,119184,0.0163,9.99,98,0,1942,0.9401
S2,P013,2024-08-15 04:00:00,14.53,0.15,58166,0.0257,9.15,117,0,1494,1.3973
S3,P010,2024-08-15 05:00:00,26.95,0.15,9313,0.0282,8.62,121,0,262,1.2761
S9,P002,2024-08-15 06:00:00,8.59,0.27,88373,0.0379,4.35,16,0,3349,2.1458
S17,P007,2024-08-15 07:00:00,18.11,0.32,107705,0.0222,6.29,167,0,2391,1.2737
S24,P012,2024-08-15 08:00:00,18.11,0.34,97118,0.0354,6.68,105,0,3437,2.0201
S25,P001,2024-08-15 09:00:00,16.6,0.11,106261,0.0437,9.88,105,0,4643,2.5163
S4,P003,2024-08-15 10:00:00,19.66,0.19,101136,0.0037,7.95,92,0,374,0.2007
S14,P010,2024-08-15 11:00:00,22.1,0.19,101082,0.0036,10.46,164,1,363,0.1949
S9,P006,2024-08-15 12:00:00,23.04,0.26,87002,0.0369,10.24,147,0,3210,2.0859
S17,P003,2024-08-15 13:00:00,24.59,0.13,40896,0.0037,9.06,139,0,151,0.1839
S10,P001,2024-08-15 14:00:00,12.35,0.31,54622,0.0061,4.05,172,1,333,0.3202
S21,P013,2024-08-15 15:00:00,13.11,0.11,111893,0.0127,9.44,179,0,1421,0.7257
S8,P014,2024-08-15 16:00:00,19.75,0.05,31640,0.0445,4.06,82,0,1407,2.2931
S16,P010,2024-08-15 17:00:00,11.5,0.28,65649,0.0219,9.01,27,0,1437,1.2021
S14,P015,2024-08-15 18:00:00,13.61,0.31,32901,0.0188,5.05,77,0,618,0.9652
S22,P011,2024-08-15 19:00:00,18.9,0.16,91785,0.0216,5.96,133,0,1982,1.2216
S16,P007,2024-08-15 20:00:00,18.75,0.25,33918,0.0081,5.93,58,0,274,0.41
S14,P012,2024-08-15 21:00:00,29.91,0.33,43388,0.0058,4.97,38,0,251,0.2972
S25,P010,2024-08-15 22:00:00,16.11,0.28,47459,0.0139,3.89,141,0,659,0.7358
S21,P009,2024-08-15 23:00:00,29.78,0.23,66058,0.0331,7.89,64,0,2186,1.8243
S6,P007,2024-08-16 00:00:00,22.45,0.11,32418,0.0242,7.4,157,0,784,1.2443
S10,P001,2024-08-16 01:00:00,29.88,0.05,24269,0.0362,6.21,34,0,878,1.815
S9,P015,2024-08-16 02:00:00,13.03,0.05,82826,0.0403,5.19,46,0,3337,2.2694
S14,P014,2024-08-16 03:00:00,19.76,0.09,112560,0.0067,6.92,30,0,754,0.3771
S12,P008,2024-08-16 04:00:00,19.02,0.12,82430,0.0207,6.67,153,0,1706,1.1591
S14,P006,2024-08-16 05:00:00,27.96,0.3,117685,0.0447,6.85,29,0,5260,2.597
S11,P012,2024-08-16 06:00:00,23.6,0.32,107260,0.017,4.57,161,0,1823,0.9721
S9,P015,2024-08-16 07:00:00,6.1,0.32,18075,0.0336,8.32,86,1,607,1.6343
S24,P004,2024-08-16 08:00:00,17.53,0.11,104419,0.0167,8.65,83,0,1743,0.9524
S1,P003,2024-08-16 09:00:00,10.78,0.23,98870,0.0043,9.29,127,0,425,0.2348
S15,P007,2024-08-16 10:00:00,6.77,0.07,65207,0.0369,7.33,116,0,2406,2.0327
S4,P004,2024-08-16 11:00:00,14.27,0.12,76528,0.026,4.95,74,0,1989,1.4494
S13,P008,2024-08-16 12:00:00,19.83,0.14,91921,0.0045,10.24,42,0,413,0.2446
S15,P013,2024-08-16 13:00:00,9.26,0.05,117282,0.0413,9.84,79,0,4843,2.3978
S5,P013,2024-08-16 14:00:00,8.57,0.29,107400,0.0221,9.57,163,0,2373,1.2676
S14,P003,2024-08-16 15:00:00,16.83,0.17,75566,0.0445,8.33,36,0,3362,2.4868
S10,P008,2024-08-16 16:00:00,12.79,0.2,88170,0.0068,9.7,19,0,599,0.3747
S25,P012,2024-08-16 17:00:00,14.67,0.22,8980,0.0072,7.45,53,0,64,0.3152
S20,P004,2024-08-16 18:00:00,16.69,0.09,94950,0.0229,9.56,39,0,2174,1.2998
S25,P004,2024-08-16 19:00:00,19.11,0.08,89559,0.0194,3.65,176,0,1737,1.0936
S11,P004,2024-08-16 20:00:00,18.69,0.08,82945,0.036,8.38,134,0,2986,2.0262
S18,P013,2024-08-16 21:00:00,6.61,0.08,25818,0.0248,10.23,161,0,640,1.2472
S16,P010,2024-08-16 22:00:00,7.26,0.08,105743,0.0143,9.46,72,0,1512,0.8147
S13,P015,2024-08-16 23:00:00,16.96,0.05,85092,0.0312,8.82,126,0,2654,1.7583
S23,P012,2024-08-17 00:00:00,26.07,0.14,118220,0.0384,6.96,107,0,4539,2.2301
S8,P012,2024-08-17 01:00:00,21.01,0.28,79118,0.0111,6.3,138,0,878,0.6135
S24,P005,2024-08-17 02:00:00,28.54,0.34,99005,0.0053,9.96,150,0,524,0.2923
S16,P013,2024-08-17 03:00:00,11.52,0.15,106050,0.0038,6.28,38,0,402,0.2074
S12,P009,2024-08-17 04:00:00,16.86,0.32,23694,0.011,4.86,38,0,260,0.5415
S21,P013,2024-08-17 05:00:00,6.44,0.11,114293,0.0286,4.98,157,0,3268,1.653
S20,P011,2024-08-17 06:00:00,9.1,0.15,18605,0.0421,6.34,60,0,783,2.057
S17,P008,2024-08-17 07:00:00,25.22,0.09,6687,0.0245,8.87,94,0,163,1.0665
S25,P007,2024-08-17 08:00:00,9.4,0.34,10766,0.0214,5.11,131,1,230,0.9809
S18,P014,2024-08-17 09:00:00,24.14,0.07,10305,0.0386,6.22,24,0,397,1.7709
S15,P005,2024-08-17 10:00:00,9.89,0.25,25452,0.0247,6.85,173,0,628,1.2404
S15,P011,2024-08-17 11:00:00,11.81,0.24,102490,0.0166,5.97,32,1,1701,0.9451
S19,P001,2024-08-17 12:00:00,26.02,0.15,85904,0.0442,7.85,99,0,3796,2.4983
S17,P013,2024-08-17 13:00:00,12.16,0.24,111471,0.0239,5.7,91,0,2664,1.3763
S11,P003,2024-08-17 14:00:00,16.89,0.23,73642,0.0164,5.62,141,0,1207,0.9065
S9,P015,2024-08-17 15:00:00,9.42,0.19,103512,0.0287,10.15,84,0,2970,1.6446
S6,P007,2024-08-17 16:00:00,24.29,0.33,80169,0.0381,6.67,102,0,3054,2.1386
S11,P011,2024-08-17 17:00:00,11.92,0.09,76991,0.0347,4.16,80,1,2671,1.9396
S10,P007,2024-08-17 18:00:00,7.44,0.23,48705,0.0271,4.4,41,0,1319,1.45
S19,P015,2024-08-17 19:00:00,23.39,0.19,22090,0.0051,8.12,157,0,112,0.2426
S12,P010,2024-08-17 20:00:00,16.3,0.17,28881,0.0336,9.11,82,0,970,1.713
S23,P008,2024-08-17 21:00:00,22.89,0.2,38781,0.0265,9.15,94,0,1027,1.3875
S18,P005,2024-08-17 22:00:00,15.39,0.18,41364,0.0139,10.3,67,0,574,0.7263
S15,P015,2024-08-17 23:00:00,19.88,0.27,111107,0.0049,5.99,141,0,544,0.2721
S16,P008,2024-08-18 00:00:00,26.03,0.2,85546,0.0137,6.3,152,0,1171,0.7654
S14,P001,2024-08-18 01:00:00,18.29,0.13,107162,0.0284,7.4,116,1,3043,1.6322
S15,P005,2024-08-18 02:00:00,28.66,0.19,69155,0.0251,4.45,149,0,1735,1.3861
S6,P004,2024-08-18 03:00:00,21.94,0.18,33778,0.0214,8.21,91,1,722,1.1032
S2,P013,2024-08-18 04:00:00,17.95,0.06,23343,0.0209,8.51,41,1,487,1.0386
S3,P005,2024-08-18 05:00:00,26.6,0.26,53322,0.0247,4.92,29,0,1317,1.3317
S25,P013,2024-08-18 06:00:00,25.76,0.31,68025,0.029,7.26,101,1,1972,1.601
S6,P004,2024-08-18 07:00:00,21.31,0.22,49954,0.0158,8.14,62,0,789,0.8422
S13,P002,2024-08-18 08:00:00,7.23,0.33,107349,0.0395,4.47,75,0,4240,2.2753
S5,P006,2024-08-18 09:00:00,12.54,0.1,107359,0.0218,6.35,120,1,2340,1.2501
S16,P002,2024-08-18 10:00:00,9.88,0.24,70916,0.0446,5.89,151,0,3162,2.4782
S19,P012,2024-08-18 11:00:00,6.17,0.34,42389,0.013,7.22,18,0,551,0.6801
S22,P009,2024-08-18 12:00:00,25.51,0.22,102910,0.0243,4.53,162,0,2500,1.3898
S18,P015,2024-08-18 13:00:00,13.42,0.29,6173,0.0209,7.37,59,1,129,0.8996
S10,P010,2024-08-18 14:00:00,28.87,0.06,94665,0.0316,8.52,117,0,2991,1.7979
S15,P014,2024-08-18 15:00:00,8.79,0.11,103975,0.011,10.2,120,0,1143,0.6229
S9,P010,2024-08-18 16:00:00,10.09,0.26,6787,0.0417,5.88,54,0,283,1.827
S8,P001,2024-08-18 17:00:00,12.59,0.26,44574,0.0376,6.25,15,0,1675,2.0
S25,P014,2024-08-18 18:00:00,29.94,0.28,35716,0.0235,3.6,27,0,839,1.2193
S11,P007,2024-08-18 19:00:00,8.83,0.06,74219,0.0127,8.73,104,0,942,0.6996
S12,P015,2024-08-18 20:00:00,15.06,0.19,28476,0.0286,8.14,108,0,814,1.4542
S10,P003,2024-08-18 21:00:00,18.87,0.06,61556,0.0052,10.18,154,0,320,0.2742
S1,P013,2024-08-18 22:00:00,29.58,0.22,80693,0.0291,4.79,36,0,2348,1.6314
S2,P002,2024-08-18 23:00:00,27.16,0.09,109096,0.0291,8.6,95,0,3174,1.6753
S25,P009,2024-08-19 00:00:00,11.7,0.26,83248,0.0159,8.23,51,0,1323,0.8882
S16,P006,2024-08-19 01:00:00,14.12,0.14,114210,0.0162,7.27,38,0,1850,0.9308
S24,P002,2024-08-19 02:00:00,6.28,0.17,117976,0.0201,9.85,111,0,2371,1.1612
S18,P013,2024-08-19 03:00:00,7.15,0.18,104704,0.0229,8.09,33,1,2397,1.311
S13,P008,2024-08-19 04:00:00,23.04,0.3,79671,0.0351,4.49,49,0,2796,1.9681
S4,P011,2024-08-19 05:00:00,22.42,0.18,80368,0.0445,5.59,141,0,3576,2.5005
S8,P012,2024-08-19 06:00:00,22.55,0.21,118872,0.0271,9.73,33,0,3221,1.5709
S15,P015,2024-08-19 07:00:00,14.87,0.07,59776,0.0269,9.98,64,0,1607,1.4668
S21,P006,2024-08-19 08:00:00,27.9,0.29,109852,0.0316,4.96,171,0,3471,1.8214
S11,P014,2024-08-19 09:00:00,24.39,0.09,113491,0.0413,3.61,24,1,4687,2.3911
S12,P005,2024-08-19 10:00:00,15.91,0.29,98971,0.0121,7.33,157,0,1197,0.6834
S3,P009,2024-08-19 11:00:00,27.37,0.32,8226,0.0165,3.65,179,1,135,0.7312
S17,P010,2024-08-19 12:00:00,8.52,0.29,87036,0.0121,4.76,102,0,1053,0.6756
S7,P007,2024-08-19 13:00:00,25.2,0.21,95336,0.0088,5.16,172,0,838,0.492
S16,P010,2024-08-19 14:00:00,28.77,0.2,47437,0.0074,5.38,18,0,351,0.3859
S13,P014,2024-08-19 15:00:00,20.2,0.2,52129,0.0353,7.81,75,0,1840,1.9046
S22,P011,2024-08-19 16:00:00,20.06,0.2,33718,0.0215,6.69,27,1,724,1.1083
S12,P003,2024-08-19 17:00:00,19.77,0.15,84680,0.0416,4.32,114,0,3522,2.3476
S10,P002,2024-08-19 18:00:00,13.52,0.22,7916,0.0239,7.32,102,0,189,1.0602
S14,P004,2024-08-19 19:00:00,23.33,0.27,102942,0.0107,4.55,162,0,1101,0.605
S4,P011,2024-08-19 20:00:00,11.97,0.28,58342,0.0201,6.66,111,0,1172,1.0904
S5,P015,2024-08-19 21:00:00,13.44,0.07,5028,0.0108,9.13,126,1,54,0.4477
S5,P014,2024-08-19 22:00:00,24.04,0.24,24316,0.0319,10.34,100,0,775,1.5983
S14,P014,2024-08-19 23:00:00,19.35,0.06,37445,0.042,9.11,87,0,1572,2.1989
S10,P001,2024-08-20 00:00:00,28.89,0.31,85760,0.0227,5.99,114,0,1946,1.2768
S22,P002,2024-08-20 01:00:00,26.12,0.16,18164,0.0034,9.77,128,0,61,0.1542
S6,P001,2024-08-20 02:00:00,29.68,0.14,22562,0.0168,3.78,15,0,379,0.8295
S3,P010,2024-08-20 03:00:00,7.27,0.28,34518,0.0351,3.55,51,0,1211,1.8213
S5,P007,2024-08-20 04:00:00,20.86,0.17,38167,0.0369,5.21,21,1,1408,1.9339
S25,P015,2024-08-20 05:00:00,8.21,0.3,99977,0.0405,9.88,84,0,4049,2.3188
S25,P009,2024-08-20 06:00:00,12.09,0.08,96123,0.0074,6.95,77,0,711,0.412
S20,P015,2024-08-20 07:00:00,7.9,0.3,69519,0.0276,9.61,143,0,1918,1.5261
S23,P013,2024-08-20 08:00:00,16.11,0.11,61403,0.0443,4.18,131,0,2720,2.4296
S20,P002,2024-08-20 09:00:00,9.47,0.2,88285,0.0032,9.26,127,0,282,0.1697
S24,P013,2024-08-20 10:00:00,12.64,0.28,89089,0.0223,5.24,111,0,1986,1.2583
S8,P004,2024-08-20 11:00:00,12.54,0.33,7996,0.0206,7.11,30,0,164,0.9131
S11,P009,2024-08-20 12:00:00,16.09,0.26,27559,0.0176,8.65,73,0,485,0.8872
S11,P013,2024-08-20 13:00:00,22.84,0.15,81853,0.0153,5.97,166,0,1252,0.8529
S8,P005,2024-08-20 14:00:00,20.29,0.32,66295,0.0223,8.17,108,0,1478,1.2254
S20,P010,2024-08-20 15:00:00,6.55,0.24,108379,0.03,6.46,100,0,3251,1.7265
S7,P005,2024-08-20 16:00:00,14.98,0.3,37955,0.0121,7.31,26,1,459,0.6254
S2,P013,2024-08-20 17:00:00,22.18,0.33,98208,0.0402,6.69,162,0,3947,2.298
S13,P012,2024-08-20 18:00:00,20.61,0.07,117829,0.0353,10.37,101,0,4159,2.0485
S2,P005,2024-08-20 19:00:00,10.24,0.1,48132,0.0262,9.49,107,0,1261,1.3999
S20,P011,2024-08-20 20:00:00,15.38,0.17,46922,0.0061,9.0,94,0,286,0.3156
S22,P010,2024-08-20 21:00:00,26.2,0.2,29603,0.0334,10.48,36,1,988,1.7069
S13,P013,2024-08-20 22:00:00,24.08,0.3,41085,0.0186,5.49,50,0,764,0.9755
S23,P005,2024-08-20 23:00:00,11.58,0.33,39312,0.0082,6.51,85,0,322,0.4213
S10,P001,2024-08-21 00:00:00,22.15,0.33,81310,0.0245,7.32,54,0,1992,1.3725
S18,P009,2024-08-21 01:00:00,8.9,0.11,12363,0.0327,5.49,60,1,404,1.5281
S25,P012,2024-08-21 02:00:00,19.71,0.32,109283,0.0139,6.78,15,1,1519,0.7938
S8,P011,2024-08-21 03:00:00,17.03,0.11,6050,0.0242,8.82,37,1,146,1.0411
S2,P009,2024-08-21 04:00:00,29.51,0.18,114790,0.0035,5.05,86,0,401,0.1914
S11,P005,2024-08-21 05:00:00,22.46,0.3,28384,0.0357,7.42,40,0,1013,1.8178
S22,P001,2024-08-21 06:00:00,25.01,0.16,24441,0.0325,6.31,105,0,794,1.6294
S12,P009,2024-08-21 07:00:00,27.62,0.17,83023,0.0159,10.45,85,0,1320,0.888
S15,P004,2024-08-21 08:00:00,20.82,0.07,116528,0.0423,7.61,36,0,4929,2.4548
S1,P008,2024-08-21 09:00:00,28.42,0.22,111889,0.0047,7.24,97,0,525,0.2607
S23,P004,2024-08-21 10:00:00,7.3,0.1,54866,0.0219,5.51,93,1,1201,1.1824
S6,P010,2024-08-21 11:00:00,22.14,0.14,47767,0.0073,9.45,38,0,348,0.3808
S17,P008,2024-08-21 12:00:00,28.09,0.06,56852,0.0425,8.16,90,0,2416,2.314
S21,P012,2024-08-21 13:00:00,29.74,0.05,11930,0.0419,10.21,62,0,499,1.954
S4,P013,2024-08-21 14:00:00,20.88,0.28,17252,0.0258,4.52,78,0,445,1.246
S7,P014,2024-08-21 15:00:00,19.9,0.32,70867,0.0377,9.72,72,0,2671,2.0928
S8,P015,2024-08-21 16:00:00,12.04,0.29,88373,0.0414,3.98,77,0,3658,2.3451
S20,P005,2024-08-21 17:00:00,20.82,0.05,100820,0.0141,6.29,75,1,1421,0.7997
S16,P013,2024-08-21 18:00:00,25.58,0.31,45131,0.0253,8.57,56,0,1141,1.3432
S21,P008,2024-08-21 19:00:00,6.11,0.09,89010,0.0442,9.31,64,0,3934,2.5061
S23,P004,2024-08-21 20:00:00,24.85,0.18,14126,0.0392,9.47,150,0,553,1.8604
S5,P009,2024-08-21 21:00:00,10.53,0.22,98497,0.0292,7.38,86,0,2876,1.6662
S9,P001,2024-08-21 22:00:00,25.01,0.33,107138,0.0448,4.21,175,0,4799,2.5818
S24,P011,2024-08-21 23:00:00,9.75,0.28,8818,0.0281,4.72,136,0,247,1.2639
S7,P014,2024-08-22 00:00:00,23.82,0.2,85673,0.0277,8.39,108,0,2373,1.5606
S11,P014,2024-08-22 01:00:00,18.66,0.2,95953,0.009,4.45,100,0,863,0.5037
S8,P006,2024-08-22 02:00:00,12.21,0.17,86906,0.0087,8.25,91,0,756,0.4822
S7,P015,2024-08-22 03:00:00,15.94,0.05,111343,0.0344,7.05,102,0,3830,1.9862
S12,P004,2024-08-22 04:00:00,20.03,0.1,17339,0.0143,4.76,145,0,247,0.6854
S10,P011,2024-08-22 05:00:00,29.33,0.22,103398,0.0113,5.81,70,0,1168,0.6399
S14,P003,2024-08-22 06:00:00,29.38,0.26,17214,0.0285,4.9,173,0,490,1.3774
S18,P010,2024-08-22 07:00:00,18.98,0.07,36563,0.0056,4.35,32,1,204,0.2817
S2,P006,2024-08-22 08:00:00,24.0,0.13,84349,0.0333,8.3,101,0,2808,1.8761
S3,P015,2024-08-22 09:00:00,16.71,0.16,102076,0.0418,9.07,51,0,4266,2.398
S15,P010,2024-08-22 10:00:00,14.48,0.1,31829,0.0271,4.84,60,0,862,1.3924
S1,P005,2024-08-22 11:00:00,24.83,0.19,11051,0.0367,8.21,17,0,405,1.6959
S12,P004,2024-08-22 12:00:00,22.43,0.24,62180,0.0061,6.17,62,0,379,0.3242
S22,P009,2024-08-22 13:00:00,7.24,0.33,66568,0.0419,5.51,149,0,2789,2.3142
S5,P013,2024-08-22 14:00:00,15.84,0.35,119867,0.0176,9.01,42,0,2109,1.0166
S8,P004,2024-08-22 15:00:00,21.59,0.06,19488,0.0338,9.71,175,0,658,1.6568
S6,P014,2024-08-22 16:00:00,22.16,0.19,66057,0.0424,7.88,39,0,2800,2.3403
S22,P011,2024-08-22 17:00:00,7.29,0.26,80493,0.0151,3.61,103,1,1215,0.8403
S4,P015,2024-08-22 18:00:00,25.24,0.16,67073,0.0279,8.31,67,0,1871,1.5378
S8,P014,2024-08-22 19:00:00,11.01,0.35,105458,0.0354,3.99,134,0,3733,2.0347
S24,P009,2024-08-22 20:00:00,9.53,0.09,35474,0.0245,5.68,54,0,869,1.2709
S12,P009,2024-08-22 21:00:00,26.76,0.23,34929,0.0188,5.51,169,0,656,0.9708
S14,P011,2024-08-22 22:00:00,26.2,0.19,71965,0.0216,4.31,54,0,1554,1.1954
S3,P003,2024-08-22 23:00:00,24.14,0.17,94052,0.0233,6.94,126,1,2191,1.3216
S4,P002,2024-08-23 00:00:00,16.48,0.14,35046,0.0188,10.39,129,0,658,0.9712
S16,P008,2024-08-23 01:00:00,12.38,0.32,83375,0.0447,10.17,69,0,3726,2.52
S13,P013,2024-08-23 02:00:00,24.23,0.24,7677,0.0094,9.33,82,0,72,0.408
S10,P005,2024-08-23 03:00:00,27.64,0.33,37050,0.0143,6.21,51,0,529,0.7397
S1,P003,2024-08-23 04:00:00,27.71,0.31,48027,0.0378,4.05,164,0,1815,2.0248
S2,P010,2024-08-23 05:00:00,13.3,0.21,15360,0.0124,10.0,134,0,190,0.5852
S5,P005,2024-08-23 06:00:00,11.65,0.06,104707,0.044,10.23,54,0,4607,2.5305
S18,P003,2024-08-23 07:00:00,23.27,0.28,102553,0.0375,6.06,164,0,3845,2.1509
S11,P006,2024-08-23 08:00:00,23.04,0.32,106059,0.0172,3.8,117,0,1824,0.9827
S22,P007,2024-08-23 09:00:00,19.89,0.29,73477,0.0353,9.04,52,0,2593,1.9651
S2,P015,2024-08-23 10:00:00,16.42,0.14,22887,0.0112,6.6,62,0,256,0.5496
S24,P003,2024-08-23 11:00:00,23.98,0.11,27233,0.0085,4.73,162,0,231,0.4215
S19,P007,2024-08-23 12:00:00,6.72,0.21,80128,0.0304,5.49,99,0,2435,1.7038
S7,P013,2024-08-23 13:00:00,28.0,0.33,29946,0.043,6.97,143,1,1287,2.2035
S4,P010,2024-08-23 14:00:00,14.43,0.17,33327,0.0309,9.84,164,0,1029,1.5965
S8,P001,2024-08-23 15:00:00,14.73,0.1,5387,0.0082,8.38,55,0,44,0.3398
S6,P003,2024-08-23 16:00:00,24.8,0.12,46383,0.0155,4.52,94,0,718,0.8202
S24,P004,2024-08-23 17:00:00,28.87,0.24,99113,0.0306,3.56,45,0,3032,1.7476
S13,P006,2024-08-23 18:00:00,18.61,0.23,19959,0.0079,6.13,141,0,157,0.3786
S13,P010,2024-08-23 19:00:00,16.26,0.19,12507,0.0037,8.03,59,0,46,0.162
S3,P003,2024-08-23 20:00:00,12.08,0.31,39791,0.0106,5.98,15,0,421,0.5488
S14,P004,2024-08-23 21:00:00,27.71,0.32,49508,0.0267,4.7,112,0,1321,1.4306
S6,P014,2024-08-23 22:00:00,17.91,0.22,103612,0.0346,9.02,123,0,3584,1.9854
